id,name,category,subcategory,niche,city,state,zip,phone,email,website,booking_url,verification_score,starting_price,price_mode,claim_status,duplicate_status,identity_key,source_file,last_verified
"scott-s-automotive-of-north-peoria-peoria-85016-dec95df","Scott's Automotive of North Peoria","Auto Services","Auto Repair/maintenance","Auto Repair/maintenance","Peoria","AZ","85016","(623) 933-5454","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6239335454","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"servpro-of-phoenix-phoenix-85034-e69aa6c","Servpro of Phoenix","Home Services","Restoration Services","Restoration Services","Phoenix","AZ","85034","(480) 503-2090","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4805032090","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"shin-etsu-microsi-phoenix-85044-760a25a","Shin-Etsu MicroSi","Home Services","Semiconductor / Electronics","Semiconductor / Electronics","Phoenix","AZ","85044","(480) 893-8898","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4808938898","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"strategic-impact-partners-phoenix-85007-d6716c2","Strategic Impact Partners","Creative Services","Strategic Communications","Strategic Communications","Phoenix","AZ","85007","(480) 470-3648","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4804703648","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"supreme-comfort-phoenix-85034-b8e4c1b","Supreme Comfort","Retail And Specialty","Comfort / Home Goods/services","Comfort / Home Goods/services","Phoenix","AZ","85034","(623) 281-0621","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6232810621","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"the-dauz-phoenix-85007-35d5566","The Dauz","Creative Services","Event Venue / Media Venue","Event Venue / Media Venue","Phoenix","AZ","85007","(602) 257-0750","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6022570750","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"the-green-room-landscape-architecture-phoenix-85012-b232df5","The Green Room Landscape Architecture","Home Services","Landscape Architecture","Landscape Architecture","Phoenix","AZ","85012","(480) 795-4754","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4807954754","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"the-mcrae-agency-paradise-valley-85253-94595ba","The McRae Agency","Creative Services","PR / Marketing Agency","PR / Marketing Agency","Paradise Valley","AZ","85253","(602) 330-1996","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6023301996","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"the-old-spaghetti-factory-phoenix-85004-90dbe20","The Old Spaghetti Factory","Food And Events","Restaurant / Retail Food","Restaurant / Retail Food","Phoenix","AZ","85004","(602) 257-0380","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6022570380","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"the-village-health-clubs-and-spas-camelback-phoenix-85018-38c7b54","The Village Health Clubs & Spas - Camelback","Beauty And Wellness","Health Club / Spa","Health Club / Spa","Phoenix","AZ","85018","(602) 840-6412","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6028406412","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"triadvocates-llc-phoenix-85004-25c34da","Triadvocates LLC","Creative Services","Government Relations / Advocacy","Government Relations / Advocacy","Phoenix","AZ","85004","(602) 761-2760","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6027612760","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"triyoung-inc-peoria-85381-ab239de","TriYoung, Inc.","Business Services","Small Business IT Systems","Small Business IT Systems","Peoria","AZ","85381","(602) 424-1703","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6024241703","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"trublue-home-service-ally-of-phoenix-phoenix-85070-5cedd08","TruBlue Home Service Ally of Phoenix","Local Services","Home Repair Services","Home Repair Services","Phoenix","AZ","85070","(602) 818-8566","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6028188566","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"trudoor-doors-and-hardware-phoenix-85043-7c462c9","Trudoor - Doors & Hardware","Retail And Specialty","Doors And Hardware","Doors And Hardware","Phoenix","AZ","85043","(623) 748-9122","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6237489122","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"val-u-chem-phoenix-85034-9b198f9","Val-U-Chem","Retail And Specialty","Janitorial / Chemical Supplies","Janitorial / Chemical Supplies","Phoenix","AZ","85034","(602) 957-2808","","","","13","","CONTACT_FOR_QUOTE","unclaimed","merged","phone:6029572808","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"veridus-phoenix-85004-f41f053","Veridus","Creative Services","Public Affairs / Strategy","Public Affairs / Strategy","Phoenix","AZ","85004","(602) 229-1129","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6022291129","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"video-west-inc-phoenix-85008-f877579","Video West, Inc.","Creative Services","Video / Audio / Lighting Production","Video / Audio / Lighting Production","Phoenix","AZ","85008","(480) 222-3180","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4802223180","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"west-valley-pawn-and-gold-avondale-85323-968d882","West Valley Pawn and Gold","Retail And Specialty","Pawn / Gold","Pawn / Gold","Avondale","AZ","85323","(623) 932-9364","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6239329364","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"window-world-of-phoenix-llc-phoenix-85009-82990a7","Window World of Phoenix, LLC","Local Services","Windows","Windows","Phoenix","AZ","85009","(602) 535-0180","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6025350180","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"wss-phoenix-85013-2cef642","WSS","Retail And Specialty","Shoe / Apparel Retail","Shoe / Apparel Retail","Phoenix","AZ","85013","(623) 281-0618","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6232810618","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"zest-plumbing-and-drain-scottsdale-85260-b72858f","Zest Plumbing & Drain","Home Services","Plumbing / Drain Cleaning","Plumbing / Drain Cleaning","Scottsdale","AZ","85260","(480) 618-1750","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4806181750","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"national-kidney-foundation-of-arizona-phoenix-healthcare-wellness-9421e49","National Kidney Foundation of Arizona","Health And Care","Health Nonprofit","Health Nonprofit","Phoenix","AZ","","","","","","5","","CONTACT_FOR_QUOTE","unclaimed","unscanned","name_address:national-kidney-foundation-of-item-phoenix","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
