lead_id,company_name,business_type,category_bucket,niche,city,state,zip,phone,address,website,source_url,source_lines,business_verified,claim_status,accepts_requests,last_verified,tags,verification_notes,outreach_fit,notes
VV-0049,Mark-Taylor Residential,Real Estate/Contractors / Residential property management,Real Estate/Contractors,Residential property management,Scottsdale,AZ,85251,(480) 991-9111,"4343 N. Scottsdale Rd. Suite 300, Scottsdale, AZ 85251",,https://business.phoenixchamber.com/list/ql/real-estate-moving-storage-20,L487-L491,false,unclaimed,true,2026-05-19,Residential property management|Real Estate/Contractors|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L487-L491.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0050,"McCarthy Building Companies, Inc.",Real Estate/Contractors / Construction contractor,Real Estate/Contractors,Construction contractor,Phoenix,AZ,85016,(480) 449-4700,"6225 N 24th St., Ste. 200, Phoenix, AZ 85016",,https://business.phoenixchamber.com/list/ql/real-estate-moving-storage-20,L500-L505,false,unclaimed,true,2026-05-19,Construction contractor|Real Estate/Contractors|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L500-L505.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0051,McFarland's Carpet Service,Real Estate/Contractors / Carpet / flooring service,Real Estate/Contractors,Carpet / flooring service,Phoenix,AZ,85008,(602) 244-9329,"508 N. 24th St., Phoenix, AZ 85008",www.mcfarlandscarpet.com,https://business.phoenixchamber.com/list/ql/real-estate-moving-storage-20,L507-L512,false,unclaimed,true,2026-05-19,Carpet / flooring service|Real Estate/Contractors|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L507-L512.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0052,National Technical Institute,Real Estate/Contractors / Trades training / HVAC,Real Estate/Contractors,Trades training / HVAC,Phoenix,AZ,85040,(480) 591-4000,"3660 E. Wier Ave., Phoenix, AZ 85040",,https://business.phoenixchamber.com/list/ql/real-estate-moving-storage-20,L514-L519,false,unclaimed,true,2026-05-19,Trades training / HVAC|Real Estate/Contractors|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L514-L519.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0053,Paragon Pro Rentals,Real Estate/Contractors / Equipment rentals,Real Estate/Contractors,Equipment rentals,Buckeye,AZ,85326,(833) 404-7368,"600 N Jackrabbit Trail, Buckeye, AZ 85326",,https://business.phoenixchamber.com/list/ql/real-estate-moving-storage-20,L521-L526,false,unclaimed,true,2026-05-19,Equipment rentals|Real Estate/Contractors|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L521-L526.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0054,Aventura Catering,Restaurants/Food / Catering,Restaurants/Food,Catering,Phoenix,AZ,85004,(602) 534-8607,"100 N. 3rd St., Phoenix, AZ 85004",www.aventuracatering.com,https://business.phoenixchamber.com/list/ql/restaurants-food-beverages-22,L204-L209,false,unclaimed,true,2026-05-19,Catering|Restaurants/Food|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L204-L209.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0055,Backyard Desert Ridge,Restaurants/Food / Restaurant / bar,Restaurants/Food,Restaurant / bar,Phoenix,AZ,85050,(480) 585-5900,"21001 N. Tatum Blvd. Suite 14, Phoenix, AZ 85050",,https://business.phoenixchamber.com/list/ql/restaurants-food-beverages-22,L211-L216,false,unclaimed,true,2026-05-19,Restaurant / bar|Restaurants/Food|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L211-L216.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0056,Black Rifle Coffee Company,Restaurants/Food / Coffee shop,Restaurants/Food,Coffee shop,Phoenix,AZ,85018,(210) 891-0385,"4126 E Indian School Rd, Phoenix, AZ 85018",,https://business.phoenixchamber.com/list/ql/restaurants-food-beverages-22,L238-L246,false,unclaimed,true,2026-05-19,Coffee shop|Restaurants/Food|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L238-L246.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0057,Dink & Dine Pickle Park,Restaurants/Food / Restaurant / entertainment,Restaurants/Food,Restaurant / entertainment,Mesa,AZ,85201,(480) 719-4697,"1017 North Dobson Road, Mesa, AZ 85201",,https://business.phoenixchamber.com/list/ql/restaurants-food-beverages-22,L289-L297,false,unclaimed,true,2026-05-19,Restaurant / entertainment|Restaurants/Food|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L289-L297.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0058,Dog Haus Biergarten Downtown Phoenix,Restaurants/Food / Restaurant,Restaurants/Food,Restaurant,Phoenix,AZ,85004,(480) 910-5430,"1 E. Washington St. Suite 120, Phoenix, AZ 85004",,https://business.phoenixchamber.com/list/ql/restaurants-food-beverages-22,L299-L304,false,unclaimed,true,2026-05-19,Restaurant|Restaurants/Food|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L299-L304.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0059,Driftwoods Sports Grill,Restaurants/Food / Restaurant / bar,Restaurants/Food,Restaurant / bar,Phoenix,AZ,85020,(480) 393-3261,"9832 N. 7th Street, Phoenix, AZ 85020",,https://business.phoenixchamber.com/list/ql/restaurants-food-beverages-22,L312-L316,false,unclaimed,true,2026-05-19,Restaurant / bar|Restaurants/Food|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L312-L316.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0060,Drinique,Restaurants/Food / Bar / restaurant services,Restaurants/Food,Bar / restaurant services,Phoenix,AZ,,(480) 688-6934,"Phoenix, AZ",,https://business.phoenixchamber.com/list/ql/restaurants-food-beverages-22,L318-L323,false,unclaimed,true,2026-05-19,Bar / restaurant services|Restaurants/Food|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L318-L323.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0061,Fabulous Food,Restaurants/Food / Catering / food service,Restaurants/Food,Catering / food service,Phoenix,AZ,85034,(602) 267-1818,"120 S. 26th St., Phoenix, AZ 85034",,https://business.phoenixchamber.com/list/ql/restaurants-food-beverages-22,L338-L343,false,unclaimed,true,2026-05-19,Catering / food service|Restaurants/Food|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L338-L343.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0062,"Fairytale Brownies, Inc.",Restaurants/Food / Bakery / ecommerce food,Restaurants/Food,Bakery / ecommerce food,Phoenix,AZ,85040,(800) 531-5209,"4610 E. Cotton Center Blvd., Ste. 100, Phoenix, AZ 85040-8898",www.brownies.com,https://business.phoenixchamber.com/list/ql/restaurants-food-beverages-22,L345-L350,false,unclaimed,true,2026-05-19,Bakery / ecommerce food|Restaurants/Food|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L345-L350.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0063,Gordon Biersch - Glendale,Restaurants/Food / Restaurant / brewery,Restaurants/Food,Restaurant / brewery,Glendale,AZ,85305,(623) 877-4300,"6915 N. 95th Ave., Glendale, AZ 85305",,https://business.phoenixchamber.com/list/ql/restaurants-food-beverages-22,L373-L377,false,unclaimed,true,2026-05-19,Restaurant / brewery|Restaurants/Food|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L373-L377.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0064,Gordon Biersch - Scottsdale,Restaurants/Food / Restaurant / brewery,Restaurants/Food,Restaurant / brewery,Phoenix,AZ,85054,(480) 342-9860,"18545 N. Allied Way, Phoenix, AZ 85054",,https://business.phoenixchamber.com/list/ql/restaurants-food-beverages-22,L379-L384,false,unclaimed,true,2026-05-19,Restaurant / brewery|Restaurants/Food|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L379-L384.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0065,Litchfield's at Wigwam Arizona,Restaurants/Food / Restaurant,Restaurants/Food,Restaurant,Litchfield Park,AZ,85340,(623) 935-3811,"300 E. Wigwam Blvd., Litchfield Park, AZ 85340",,https://business.phoenixchamber.com/list/ql/restaurants-food-beverages-22,L418-L423,false,unclaimed,true,2026-05-19,Restaurant|Restaurants/Food|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L418-L423.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0066,Athletic Republic North Phoenix,Personal Services / Fitness / performance training,Personal Services,Fitness / performance training,Phoenix,AZ,85050,(614) 735-0227,"20830 N. 25th Place Suite 108, Phoenix, AZ 85050",,https://business.phoenixchamber.com/list/ql/personal-services-care-17,L174-L178,false,unclaimed,true,2026-05-19,Fitness / performance training|Personal Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L174-L178.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0067,Discover Strength Arcadia,Personal Services / Fitness,Personal Services,Fitness,Phoenix,AZ,85018,(520) 979-3303,"3221 E. Camelback Rd., Phoenix, AZ 85018",,https://business.phoenixchamber.com/list/ql/personal-services-care-17,L180-L185,false,unclaimed,true,2026-05-19,Fitness|Personal Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L180-L185.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0068,Forte Physical Therapy,Personal Services / Physical therapy,Personal Services,Physical therapy,Phoenix,AZ,85008,(480) 408-4822,"4836 E. McDowell Rd. Suite 101, Phoenix, AZ 85008",,https://business.phoenixchamber.com/list/ql/personal-services-care-17,L187-L192,false,unclaimed,true,2026-05-19,Physical therapy|Personal Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L187-L192.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0069,Hand & Stone Massage and Facial Spa Phoenix-Avondale,Personal Services / Massage / facial spa,Personal Services,Massage / facial spa,Phoenix,AZ,85037,(623) 337-1624,"1775 N. 99th Ave., Phoenix, AZ 85037",,https://business.phoenixchamber.com/list/ql/personal-services-care-17,L194-L198,false,unclaimed,true,2026-05-19,Massage / facial spa|Personal Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L194-L198.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
